order_id,date_id,order_date,customer_id,product_id,quantity,unit_price,discount,amount,channel,pay_status
3058,526,2026-06-10,845,118,3,1600.98,0.95,4562.79,小程序,已支付
3059,333,2025-11-29,1265,120,1,1340.32,0.95,1273.3,线上APP,已支付
3060,521,2026-06-05,1096,114,3,3642.34,0.9,9834.32,小程序,已支付
3060,521,2026-06-05,1096,160,2,25.84,1.0,51.68,小程序,已支付
3061,300,2025-10-27,496,24,2,23.14,1.0,46.28,线上APP,已支付
3061,300,2025-10-27,496,103,5,6892.34,0.85,29292.44,线上APP,未支付
3061,300,2025-10-27,496,43,1,505.2,1.0,505.2,线上APP,已退款
3062,538,2026-06-22,76,164,1,118.95,0.9,107.06,小程序,已支付
3062,538,2026-06-22,76,150,3,61.43,1.0,184.29,小程序,已支付
3063,499,2026-05-14,1382,34,1,6652.32,0.7,4656.62,第三方平台,已支付
3064,387,2026-01-22,1877,134,1,1317.09,1.0,1317.09,小程序,已支付
3064,387,2026-01-22,1877,190,1,3870.55,0.95,3677.02,小程序,已退款
3064,387,2026-01-22,1877,98,1,1683.81,0.95,1599.62,小程序,已支付
3065,418,2026-02-22,462,14,1,6036.11,0.8,4828.89,线上APP,已支付
3065,418,2026-02-22,462,114,1,3642.34,1.0,3642.34,线上APP,已支付
3066,436,2026-03-12,1071,105,2,7133.42,0.9,12840.16,线上APP,已支付
3067,324,2025-11-20,106,117,1,3607.96,0.8,2886.37,线上APP,已支付
3067,324,2025-11-20,106,177,2,3232.66,1.0,6465.32,线上APP,已支付
3068,251,2025-09-08,1426,5,1,7305.76,1.0,7305.76,小程序,已支付
3069,190,2025-07-09,802,83,1,401.06,0.9,360.95,第三方平台,已支付
3070,316,2025-11-12,1819,172,1,3321.21,0.9,2989.09,线下门店,已支付
3070,316,2025-11-12,1819,17,1,7027.96,1.0,7027.96,线下门店,已支付
3070,316,2025-11-12,1819,34,3,6652.32,0.95,18959.11,线下门店,已支付
3071,269,2025-09-26,1214,55,2,102.78,0.9,185.0,线上APP,已支付
3072,317,2025-11-13,807,73,1,3396.67,0.9,3057.0,线下门店,已支付
3072,317,2025-11-13,807,121,3,1512.18,1.0,4536.54,线下门店,已支付
3073,329,2025-11-25,917,135,2,1399.55,1.0,2799.1,线下门店,已退款
3073,329,2025-11-25,917,145,1,62.18,1.0,62.18,线下门店,已支付
3074,308,2025-11-04,1254,66,4,787.46,0.95,2992.35,线上APP,已支付
3074,308,2025-11-04,1254,73,3,3396.67,0.9,9171.01,线上APP,已支付
3075,204,2025-07-23,1345,121,1,1512.18,0.8,1209.74,线上APP,已支付
3076,497,2026-05-12,255,184,2,23.4,0.85,39.78,线下门店,已支付
3077,516,2026-05-31,1408,179,2,3518.77,1.0,7037.54,线上APP,已支付
3077,516,2026-05-31,1408,118,1,1600.98,0.85,1360.83,线上APP,已支付
3078,437,2026-03-13,1957,32,1,7030.82,0.7,4921.57,线上APP,已支付
3079,305,2025-11-01,896,135,2,1399.55,0.8,2239.28,线上APP,已支付
3079,305,2025-11-01,896,15,1,6523.96,0.9,5871.56,线上APP,已支付
3079,305,2025-11-01,896,31,1,6663.77,1.0,6663.77,线上APP,已退款
3080,202,2025-07-21,1625,7,4,7762.07,0.7,21733.8,线上APP,已支付
3081,457,2026-04-02,1397,88,2,469.24,0.95,891.56,第三方平台,已支付
3082,425,2026-03-01,13,66,2,787.46,0.95,1496.17,线下门店,已退款
3082,425,2026-03-01,13,34,1,6652.32,0.95,6319.7,线下门店,已支付
3083,487,2026-05-02,869,42,1,505.61,1.0,505.61,第三方平台,已支付
3083,487,2026-05-02,869,193,1,3208.35,1.0,3208.35,第三方平台,已支付
3083,487,2026-05-02,869,144,1,426.85,0.85,362.82,第三方平台,已支付
3083,487,2026-05-02,869,37,1,416.75,1.0,416.75,第三方平台,已支付
3084,193,2025-07-12,162,199,1,25.08,0.85,21.32,线上APP,已支付
3085,398,2026-02-02,1104,105,1,7133.42,0.9,6420.08,线下门店,已支付
3085,398,2026-02-02,1104,118,3,1600.98,0.7,3362.06,线下门店,已支付
3086,438,2026-03-14,352,18,3,6213.36,1.0,18640.08,线上APP,已支付
3087,244,2025-09-01,313,89,1,485.66,1.0,485.66,线上APP,已支付
3087,244,2025-09-01,313,18,1,6213.36,0.95,5902.69,线上APP,已支付
3088,545,2026-06-29,1032,198,3,3240.69,0.85,8263.76,小程序,已支付
3088,545,2026-06-29,1032,83,1,401.06,1.0,401.06,小程序,未支付
3089,141,2025-05-21,1129,73,1,3396.67,0.95,3226.84,小程序,已支付
3089,141,2025-05-21,1129,200,1,24.71,0.8,19.77,小程序,已支付
3090,393,2026-01-28,1528,31,1,6663.77,1.0,6663.77,小程序,已支付
3091,520,2026-06-04,319,22,1,24.52,0.9,22.07,线下门店,已支付
3091,520,2026-06-04,319,124,1,1598.3,1.0,1598.3,线下门店,已支付
3092,473,2026-04-18,279,139,1,470.9,0.9,423.81,线下门店,未支付
3093,202,2025-07-21,1171,28,1,6447.2,0.95,6124.84,线下门店,已退款
3094,397,2026-02-01,358,171,4,115.29,1.0,461.16,线下门店,已支付
3095,471,2026-04-16,1524,70,1,780.24,0.9,702.22,线下门店,已支付
3096,339,2025-12-05,1800,109,1,3327.08,0.9,2994.37,第三方平台,已支付
3096,339,2025-12-05,1800,174,3,3603.44,0.8,8648.26,第三方平台,已退款
3097,235,2025-08-23,200,153,1,55.53,1.0,55.53,线下门店,已支付
3097,235,2025-08-23,200,125,1,1362.24,0.85,1157.9,线下门店,已支付
3097,235,2025-08-23,200,13,2,6590.84,0.9,11863.51,线下门店,已支付
3098,241,2025-08-29,345,197,1,3895.9,0.9,3506.31,线上APP,已支付
3099,400,2026-02-04,673,195,1,3160.2,1.0,3160.2,线下门店,已支付
3099,400,2026-02-04,673,121,5,1512.18,0.95,7182.86,线下门店,已支付
3099,400,2026-02-04,673,75,3,3519.19,1.0,10557.57,线下门店,已支付
3100,329,2025-11-25,1848,51,1,222.74,1.0,222.74,线上APP,已支付
3101,484,2026-04-29,821,56,1,109.42,0.7,76.59,线上APP,已支付
3101,484,2026-04-29,821,141,1,444.13,0.95,421.92,线上APP,未支付
3101,484,2026-04-29,821,199,1,25.08,0.95,23.83,线上APP,已支付
3102,236,2025-08-24,891,26,1,22.22,0.85,18.89,第三方平台,已支付
3103,61,2025-03-02,1855,39,1,483.55,0.8,386.84,线下门店,已支付
3103,61,2025-03-02,1855,64,1,866.46,0.95,823.14,线下门店,已退款
3104,537,2026-06-21,543,79,2,3275.42,0.95,6223.3,小程序,已支付
3105,507,2026-05-22,1021,101,1,6057.37,1.0,6057.37,线下门店,已支付
3106,361,2025-12-27,1415,135,1,1399.55,0.85,1189.62,第三方平台,已支付
3106,361,2025-12-27,1415,15,1,6523.96,0.95,6197.76,第三方平台,已支付
3107,120,2025-04-30,1092,11,1,7794.87,0.8,6235.9,线下门店,已支付
3108,539,2026-06-23,134,78,2,3280.79,1.0,6561.58,线上APP,已支付
3109,525,2026-06-09,629,37,5,416.75,1.0,2083.75,线下门店,已支付
3109,525,2026-06-09,629,21,2,22.63,0.85,38.47,线下门店,已支付
3109,525,2026-06-09,629,182,1,22.73,1.0,22.73,线下门店,已支付
3110,390,2026-01-25,1559,126,1,1606.61,1.0,1606.61,第三方平台,已支付
3110,390,2026-01-25,1559,180,1,3403.3,0.9,3062.97,第三方平台,已支付
3111,72,2025-03-13,851,96,3,1464.19,0.95,4172.94,线上APP,已支付
3112,379,2026-01-14,807,161,2,20.27,1.0,40.54,线上APP,已支付
3112,379,2026-01-14,807,154,2,22.66,1.0,45.32,线上APP,已退款
3112,379,2026-01-14,807,22,1,24.52,0.85,20.84,线上APP,已支付
3113,404,2026-02-08,1798,59,5,121.93,0.8,487.72,线下门店,已支付
3114,163,2025-06-12,1389,39,1,483.55,0.85,411.02,第三方平台,已支付
3114,163,2025-06-12,1389,105,1,7133.42,0.9,6420.08,第三方平台,已支付
3115,463,2026-04-08,480,4,1,6785.8,0.7,4750.06,线下门店,已退款
3116,438,2026-03-14,185,4,1,6785.8,0.95,6446.51,第三方平台,未支付
3116,438,2026-03-14,185,168,1,111.73,0.7,78.21,第三方平台,已支付
3116,438,2026-03-14,185,128,2,1611.09,0.95,3061.07,第三方平台,已支付
3117,255,2025-09-12,1650,6,1,7730.22,0.95,7343.71,线上APP,已支付
3117,255,2025-09-12,1650,9,4,6210.05,0.9,22356.18,线上APP,已支付
3118,279,2025-10-06,246,89,1,485.66,0.95,461.38,线上APP,已支付
3119,336,2025-12-02,778,147,1,62.18,0.9,55.96,线上APP,已支付
3119,336,2025-12-02,778,189,2,24.89,1.0,49.78,线上APP,已支付
3120,528,2026-06-12,614,66,1,787.46,0.95,748.09,线上APP,已支付
3120,528,2026-06-12,614,145,1,62.18,0.95,59.07,线上APP,已支付
3121,505,2026-05-20,1104,178,1,3847.95,1.0,3847.95,线下门店,已支付
3122,278,2025-10-05,1572,162,1,21.26,1.0,21.26,小程序,已支付
3123,383,2026-01-18,10,32,1,7030.82,0.8,5624.66,小程序,已支付
3123,383,2026-01-18,10,120,2,1340.32,0.9,2412.58,小程序,未支付
3123,383,2026-01-18,10,99,1,1377.58,1.0,1377.58,小程序,已退款
3124,244,2025-09-01,1744,94,1,1611.6,0.9,1450.44,线下门店,已支付
3124,244,2025-09-01,1744,103,1,6892.34,1.0,6892.34,线下门店,已支付
3124,244,2025-09-01,1744,155,1,21.66,1.0,21.66,线下门店,已支付
3124,244,2025-09-01,1744,22,1,24.52,0.9,22.07,线下门店,已支付
3125,350,2025-12-16,1899,93,5,1443.61,0.95,6857.15,线上APP,已支付
3126,415,2026-02-19,1386,199,2,25.08,0.8,40.13,小程序,已支付
3126,415,2026-02-19,1386,194,2,3858.53,0.9,6945.35,小程序,已支付
3126,415,2026-02-19,1386,145,1,62.18,1.0,62.18,小程序,已支付
3127,101,2025-04-11,1660,139,1,470.9,0.8,376.72,线下门店,已支付
3128,390,2026-01-25,395,67,1,733.22,0.85,623.24,线上APP,已支付
3128,390,2026-01-25,395,134,4,1317.09,0.9,4741.52,线上APP,已支付
3129,538,2026-06-22,1031,191,2,3263.99,1.0,6527.98,线上APP,已支付
3129,538,2026-06-22,1031,132,2,1625.85,1.0,3251.7,线上APP,已支付
3130,416,2026-02-20,821,41,1,470.4,0.95,446.88,第三方平台,未支付
3131,242,2025-08-30,1900,44,1,415.27,1.0,415.27,线上APP,已退款
3131,242,2025-08-30,1900,151,1,51.37,0.9,46.23,线上APP,已支付
3132,516,2026-05-31,1032,54,1,226.36,0.9,203.72,第三方平台,已支付
3132,516,2026-05-31,1032,46,3,200.04,1.0,600.12,第三方平台,已退款
3132,516,2026-05-31,1032,24,1,23.14,0.9,20.83,第三方平台,已支付
3132,516,2026-05-31,1032,40,1,417.22,1.0,417.22,第三方平台,已支付
3133,429,2026-03-05,215,7,2,7762.07,1.0,15524.14,第三方平台,已支付
3133,429,2026-03-05,215,85,1,484.02,0.9,435.62,第三方平台,已支付
3134,372,2026-01-07,1741,139,2,470.9,1.0,941.8,小程序,已支付
3135,504,2026-05-19,595,196,5,3894.11,0.95,18497.02,线下门店,已支付
3136,121,2025-05-01,1609,119,1,1387.34,0.85,1179.24,线上APP,已支付
3136,121,2025-05-01,1609,56,2,109.42,0.95,207.9,线上APP,已支付
3136,121,2025-05-01,1609,132,2,1625.85,1.0,3251.7,线上APP,已支付
3136,121,2025-05-01,1609,96,3,1464.19,1.0,4392.57,线上APP,已支付
3137,515,2026-05-30,1616,95,1,1455.44,1.0,1455.44,线下门店,已支付
3138,531,2026-06-15,485,125,5,1362.24,0.9,6130.08,小程序,已支付
3139,322,2025-11-18,1151,102,1,6853.58,1.0,6853.58,小程序,已支付
3140,504,2026-05-19,983,166,4,110.96,0.8,355.07,第三方平台,已支付
3141,414,2026-02-18,678,59,4,121.93,1.0,487.72,小程序,已支付
3141,414,2026-02-18,678,196,1,3894.11,0.9,3504.7,小程序,已支付
3142,316,2025-11-12,1976,52,1,209.32,1.0,209.32,第三方平台,已退款
3142,316,2025-11-12,1976,120,2,1340.32,0.9,2412.58,第三方平台,已退款
3142,316,2025-11-12,1976,136,1,482.17,1.0,482.17,第三方平台,已支付
3142,316,2025-11-12,1976,183,2,21.92,0.85,37.26,第三方平台,已支付
3143,441,2026-03-17,807,6,1,7730.22,1.0,7730.22,小程序,已支付
3144,475,2026-04-20,1651,193,1,3208.35,1.0,3208.35,小程序,已支付
3144,475,2026-04-20,1651,30,1,6152.27,0.7,4306.59,小程序,已支付
3144,475,2026-04-20,1651,181,3,23.82,0.8,57.17,小程序,已支付
3145,294,2025-10-21,277,193,1,3208.35,0.9,2887.51,第三方平台,已退款
3145,294,2025-10-21,277,95,1,1455.44,0.9,1309.9,第三方平台,已支付
3145,294,2025-10-21,277,20,4,24.8,0.95,94.24,第三方平台,已支付
3146,447,2026-03-23,89,58,1,111.75,1.0,111.75,线下门店,已支付
3146,447,2026-03-23,89,88,1,469.24,0.95,445.78,线下门店,已支付
3147,376,2026-01-11,823,165,3,108.87,0.85,277.62,小程序,已支付
3148,266,2025-09-23,1145,23,2,20.17,1.0,40.34,线下门店,已支付
3148,266,2025-09-23,1145,124,4,1598.3,1.0,6393.2,线下门店,已支付
3149,447,2026-03-23,218,156,4,22.11,1.0,88.44,线上APP,已支付
3150,426,2026-03-02,1607,59,1,121.93,0.95,115.83,线下门店,已支付
3151,328,2025-11-24,1906,178,1,3847.95,0.9,3463.15,线上APP,已支付
3152,464,2026-04-09,984,33,4,6339.35,1.0,25357.4,小程序,已支付
3153,280,2025-10-07,1400,87,2,479.04,0.7,670.66,线下门店,已支付
3153,280,2025-10-07,1400,77,5,3507.89,0.95,16662.48,线下门店,未支付
3153,280,2025-10-07,1400,29,1,6438.7,1.0,6438.7,线下门店,已支付
3154,244,2025-09-01,119,89,1,485.66,0.8,388.53,线上APP,已支付
3154,244,2025-09-01,119,166,1,110.96,0.8,88.77,线上APP,已支付
3154,244,2025-09-01,119,149,1,61.04,1.0,61.04,线上APP,已支付
3155,177,2025-06-26,907,82,1,441.65,1.0,441.65,小程序,已退款
3155,177,2025-06-26,907,3,1,6057.54,0.95,5754.66,小程序,已支付
3155,177,2025-06-26,907,138,1,401.82,1.0,401.82,小程序,已支付
3155,177,2025-06-26,907,168,2,111.73,0.95,212.29,小程序,已退款
3155,177,2025-06-26,907,91,1,1600.68,0.95,1520.65,小程序,已支付
3156,267,2025-09-24,347,147,2,62.18,1.0,124.36,线上APP,未支付
3156,267,2025-09-24,347,188,1,23.74,0.95,22.55,线上APP,已支付
3157,199,2025-07-18,83,162,1,21.26,0.95,20.2,线上APP,已支付
3158,487,2026-05-02,1680,164,1,118.95,0.9,107.06,线上APP,已支付
3158,487,2026-05-02,1680,101,2,6057.37,0.85,10297.53,线上APP,已支付
3159,164,2025-06-13,1482,30,1,6152.27,0.9,5537.04,线下门店,已支付
3159,164,2025-06-13,1482,6,4,7730.22,0.9,27828.79,线下门店,已支付
3159,164,2025-06-13,1482,34,1,6652.32,0.9,5987.09,线下门店,已支付
3159,164,2025-06-13,1482,166,2,110.96,0.8,177.54,线下门店,未支付
3159,164,2025-06-13,1482,11,1,7794.87,1.0,7794.87,线下门店,已支付
3160,437,2026-03-13,884,41,1,470.4,1.0,470.4,线下门店,已支付
3160,437,2026-03-13,884,82,4,441.65,0.95,1678.27,线下门店,已支付
3160,437,2026-03-13,884,135,1,1399.55,0.95,1329.57,线下门店,已支付
3161,312,2025-11-08,1000,91,2,1600.68,0.8,2561.09,第三方平台,已支付
3162,287,2025-10-14,1939,177,2,3232.66,0.95,6142.05,线下门店,已支付
3163,480,2026-04-25,721,114,1,3642.34,0.9,3278.11,小程序,已支付
3164,185,2025-07-04,1347,119,1,1387.34,0.95,1317.97,小程序,已支付
3165,528,2026-06-12,629,134,2,1317.09,1.0,2634.18,线上APP,已支付
3165,528,2026-06-12,629,93,5,1443.61,0.95,6857.15,线上APP,已支付
3165,528,2026-06-12,629,43,1,505.2,0.85,429.42,线上APP,已支付
3166,462,2026-04-07,1277,41,2,470.4,0.9,846.72,线上APP,已支付
3167,206,2025-07-25,676,46,2,200.04,1.0,400.08,线下门店,已支付
3168,166,2025-06-15,1538,160,1,25.84,0.85,21.96,第三方平台,已支付
3168,166,2025-06-15,1538,119,1,1387.34,1.0,1387.34,第三方平台,已支付
3169,481,2026-04-26,803,84,1,432.88,0.8,346.3,线下门店,已支付
3169,481,2026-04-26,803,146,2,56.2,1.0,112.4,线下门店,已支付
3170,326,2025-11-22,119,94,1,1611.6,0.95,1531.02,线上APP,已支付
3171,195,2025-07-14,1092,45,2,422.06,0.7,590.88,线下门店,已支付
3172,537,2026-06-21,117,90,3,449.25,1.0,1347.75,线下门店,已退款
3172,537,2026-06-21,117,86,2,408.61,0.95,776.36,线下门店,已支付
3172,537,2026-06-21,117,87,1,479.04,1.0,479.04,线下门店,已退款
3173,463,2026-04-08,478,27,1,24.77,0.8,19.82,第三方平台,已支付
3174,544,2026-06-28,916,176,1,3157.68,0.8,2526.14,第三方平台,已支付
3174,544,2026-06-28,916,64,1,866.46,0.95,823.14,第三方平台,已支付
3174,544,2026-06-28,916,12,2,7688.56,0.9,13839.41,第三方平台,已支付
3174,544,2026-06-28,916,84,1,432.88,1.0,432.88,第三方平台,已支付
3174,544,2026-06-28,916,171,1,115.29,1.0,115.29,第三方平台,已退款
3175,411,2026-02-15,346,85,2,484.02,0.95,919.64,线下门店,已退款
3176,442,2026-03-18,55,199,1,25.08,0.9,22.57,线下门店,已支付
3176,442,2026-03-18,55,116,2,3421.84,1.0,6843.68,线下门店,已支付
3176,442,2026-03-18,55,168,1,111.73,0.95,106.14,线下门店,未支付
3177,37,2025-02-06,899,145,2,62.18,0.9,111.92,线上APP,已支付
3177,37,2025-02-06,899,59,1,121.93,1.0,121.93,线上APP,已支付
3177,37,2025-02-06,899,71,1,898.78,0.85,763.96,线上APP,已支付
3177,37,2025-02-06,899,121,1,1512.18,0.85,1285.35,线上APP,已支付
3177,37,2025-02-06,899,67,1,733.22,0.95,696.56,线上APP,已支付
3178,344,2025-12-10,1614,62,1,124.31,0.85,105.66,小程序,已支付
3178,344,2025-12-10,1614,194,1,3858.53,0.9,3472.68,小程序,已支付
3179,363,2025-12-29,1445,50,1,219.65,1.0,219.65,线下门店,已支付
3180,495,2026-05-10,1640,189,1,24.89,1.0,24.89,线下门店,已支付
3180,495,2026-05-10,1640,64,5,866.46,1.0,4332.3,线下门店,已支付
3181,537,2026-06-21,1966,49,2,203.15,1.0,406.3,线上APP,已支付
3181,537,2026-06-21,1966,14,1,6036.11,0.95,5734.3,线上APP,已支付
3181,537,2026-06-21,1966,196,2,3894.11,0.85,6619.99,线上APP,已支付
3182,475,2026-04-20,1930,122,1,1604.67,0.95,1524.44,第三方平台,已支付
3182,475,2026-04-20,1930,159,2,22.19,0.95,42.16,第三方平台,已支付
3183,113,2025-04-23,1900,77,3,3507.89,1.0,10523.67,线上APP,已支付
3184,329,2025-11-25,858,3,4,6057.54,1.0,24230.16,线上APP,已支付
3185,403,2026-02-07,769,103,1,6892.34,0.7,4824.64,线下门店,已支付
3186,391,2026-01-26,562,138,3,401.82,0.9,1084.91,线下门店,已支付
3186,391,2026-01-26,562,143,1,426.66,0.85,362.66,线下门店,已支付
3186,391,2026-01-26,562,123,1,1365.14,0.95,1296.88,线下门店,已支付
3187,358,2025-12-24,1904,90,1,449.25,1.0,449.25,线下门店,已支付
3187,358,2025-12-24,1904,103,2,6892.34,0.9,12406.21,线下门店,已支付
3188,424,2026-02-28,676,90,3,449.25,1.0,1347.75,线上APP,已支付
3189,404,2026-02-08,381,165,3,108.87,0.85,277.62,线上APP,已支付
3190,524,2026-06-08,682,175,1,3841.23,0.95,3649.17,小程序,已退款
3190,524,2026-06-08,682,64,4,866.46,0.95,3292.55,小程序,已退款
3190,524,2026-06-08,682,88,1,469.24,0.85,398.85,小程序,已支付
3190,524,2026-06-08,682,146,2,56.2,0.95,106.78,小程序,已支付
3191,179,2025-06-28,763,108,3,7165.23,0.95,20420.91,线上APP,已支付
3192,200,2025-07-19,1891,132,2,1625.85,0.95,3089.11,小程序,已支付
3192,200,2025-07-19,1891,79,5,3275.42,1.0,16377.1,小程序,已支付
3193,221,2025-08-09,674,147,1,62.18,0.9,55.96,线下门店,已支付
3193,221,2025-08-09,674,178,1,3847.95,0.9,3463.15,线下门店,已支付
3193,221,2025-08-09,674,58,3,111.75,0.95,318.49,线下门店,已支付
3194,524,2026-06-08,1288,172,1,3321.21,1.0,3321.21,线上APP,已支付
3194,524,2026-06-08,1288,30,1,6152.27,0.8,4921.82,线上APP,已支付
3194,524,2026-06-08,1288,94,1,1611.6,1.0,1611.6,线上APP,已支付
3195,364,2025-12-30,877,118,1,1600.98,1.0,1600.98,第三方平台,已支付
3195,364,2025-12-30,877,86,1,408.61,0.95,388.18,第三方平台,已支付
3196,297,2025-10-24,512,133,1,1300.72,0.95,1235.68,线上APP,已支付
3196,297,2025-10-24,512,54,1,226.36,0.95,215.04,线上APP,已支付
3196,297,2025-10-24,512,157,2,20.12,0.9,36.22,线上APP,已支付
3197,506,2026-05-21,180,89,2,485.66,0.8,777.06,线下门店,已支付
3197,506,2026-05-21,180,178,1,3847.95,1.0,3847.95,线下门店,已支付
3197,506,2026-05-21,180,64,2,866.46,0.95,1646.27,线下门店,已支付
3197,506,2026-05-21,180,84,1,432.88,1.0,432.88,线下门店,已支付
3198,424,2026-02-28,1490,4,2,6785.8,0.9,12214.44,第三方平台,已支付
3199,182,2025-07-01,1862,36,2,7091.8,0.85,12056.06,线上APP,已退款
3199,182,2025-07-01,1862,30,1,6152.27,0.7,4306.59,线上APP,已支付
3200,417,2026-02-21,1640,130,1,1655.34,0.95,1572.57,线下门店,已支付
3200,417,2026-02-21,1640,61,1,125.55,0.7,87.88,线下门店,已退款
3200,417,2026-02-21,1640,156,1,22.11,0.9,19.9,线下门店,已支付
3200,417,2026-02-21,1640,179,1,3518.77,1.0,3518.77,线下门店,已支付
3200,417,2026-02-21,1640,178,1,3847.95,1.0,3847.95,线下门店,已支付
3201,357,2025-12-23,1161,107,1,7781.83,0.95,7392.74,线上APP,已支付
3201,357,2025-12-23,1161,74,2,3263.02,0.95,6199.74,线上APP,已支付
3202,516,2026-05-31,660,49,1,203.15,0.8,162.52,第三方平台,已支付
3203,412,2026-02-16,1121,145,1,62.18,1.0,62.18,线下门店,已支付
3204,432,2026-03-08,1409,125,5,1362.24,1.0,6811.2,小程序,已支付
3205,527,2026-06-11,1849,136,1,482.17,1.0,482.17,线下门店,已支付
3206,66,2025-03-07,891,97,1,1338.16,0.85,1137.44,第三方平台,已支付
3206,66,2025-03-07,891,135,1,1399.55,0.9,1259.6,第三方平台,已支付
3206,66,2025-03-07,891,12,1,7688.56,0.85,6535.28,第三方平台,已支付
3206,66,2025-03-07,891,120,2,1340.32,1.0,2680.64,第三方平台,已支付
3207,268,2025-09-25,1870,68,1,725.47,1.0,725.47,线上APP,已支付
3207,268,2025-09-25,1870,92,1,1685.96,0.95,1601.66,线上APP,已支付
3208,255,2025-09-12,937,166,1,110.96,1.0,110.96,小程序,已支付
3208,255,2025-09-12,937,151,3,51.37,0.95,146.4,小程序,已支付
3209,349,2025-12-15,600,105,1,7133.42,1.0,7133.42,线下门店,已支付
3209,349,2025-12-15,600,140,1,426.37,1.0,426.37,线下门店,已支付
3209,349,2025-12-15,600,135,1,1399.55,1.0,1399.55,线下门店,已支付
3210,409,2026-02-13,420,5,2,7305.76,1.0,14611.52,线下门店,已支付
3211,296,2025-10-23,33,169,1,110.2,0.9,99.18,第三方平台,已支付
3212,451,2026-03-27,284,136,1,482.17,1.0,482.17,线上APP,已支付
3212,451,2026-03-27,284,101,3,6057.37,0.95,17263.5,线上APP,已支付
3213,400,2026-02-04,915,62,2,124.31,0.8,198.9,线下门店,已支付
3213,400,2026-02-04,915,109,1,3327.08,0.9,2994.37,线下门店,已支付
3213,400,2026-02-04,915,194,1,3858.53,0.95,3665.6,线下门店,已支付
3213,400,2026-02-04,915,10,1,6775.92,0.85,5759.53,线下门店,已支付
3213,400,2026-02-04,915,184,1,23.4,0.7,16.38,线下门店,已支付
3214,305,2025-11-01,164,143,1,426.66,1.0,426.66,第三方平台,已支付
3215,414,2026-02-18,462,125,2,1362.24,0.9,2452.03,小程序,已支付
3216,387,2026-01-22,1805,109,5,3327.08,0.85,14140.09,线上APP,已支付
3216,387,2026-01-22,1805,138,1,401.82,0.95,381.73,线上APP,已支付
3217,251,2025-09-08,1554,51,4,222.74,1.0,890.96,线上APP,已支付
3218,342,2025-12-08,36,142,1,445.46,1.0,445.46,线上APP,已支付
3218,342,2025-12-08,36,8,1,6485.67,0.9,5837.1,线上APP,已退款
3218,342,2025-12-08,36,119,2,1387.34,0.95,2635.95,线上APP,已支付
3218,342,2025-12-08,36,42,3,505.61,1.0,1516.83,线上APP,已支付
3218,342,2025-12-08,36,117,3,3607.96,0.85,9200.3,线上APP,已支付
3219,333,2025-11-29,1385,85,1,484.02,0.9,435.62,第三方平台,已支付
3219,333,2025-11-29,1385,5,1,7305.76,0.9,6575.18,第三方平台,已支付
3219,333,2025-11-29,1385,42,4,505.61,1.0,2022.44,第三方平台,已支付
3219,333,2025-11-29,1385,74,3,3263.02,0.95,9299.61,第三方平台,已支付
3220,381,2026-01-16,1651,167,1,114.33,0.85,97.18,线上APP,已支付
3221,360,2025-12-26,1158,166,1,110.96,0.95,105.41,小程序,已支付
3221,360,2025-12-26,1158,42,3,505.61,1.0,1516.83,小程序,已退款
3222,317,2025-11-13,688,46,1,200.04,1.0,200.04,小程序,已支付
3222,317,2025-11-13,688,176,1,3157.68,0.85,2684.03,小程序,已支付
3222,317,2025-11-13,688,130,2,1655.34,0.9,2979.61,小程序,已支付
3223,183,2025-07-02,901,175,1,3841.23,0.95,3649.17,线上APP,已支付
3224,377,2026-01-12,614,75,1,3519.19,0.8,2815.35,第三方平台,已支付
3224,377,2026-01-12,614,85,1,484.02,0.9,435.62,第三方平台,已支付
3225,516,2026-05-31,1287,137,1,433.54,0.95,411.86,第三方平台,已支付
3225,516,2026-05-31,1287,108,1,7165.23,0.9,6448.71,第三方平台,已支付
3225,516,2026-05-31,1287,110,1,3861.1,0.95,3668.04,第三方平台,已支付
3226,261,2025-09-18,1194,95,1,1455.44,1.0,1455.44,线上APP,已支付
3226,261,2025-09-18,1194,173,1,3452.4,0.9,3107.16,线上APP,已支付
3226,261,2025-09-18,1194,147,1,62.18,0.95,59.07,线上APP,已支付
3226,261,2025-09-18,1194,157,2,20.12,0.8,32.19,线上APP,已支付
3227,303,2025-10-30,785,26,1,22.22,0.95,21.11,线上APP,未支付
3227,303,2025-10-30,785,168,4,111.73,0.8,357.54,线上APP,已支付
3227,303,2025-10-30,785,43,1,505.2,0.95,479.94,线上APP,已支付
3227,303,2025-10-30,785,97,1,1338.16,1.0,1338.16,线上APP,已支付
3227,303,2025-10-30,785,36,2,7091.8,0.9,12765.24,线上APP,已支付
3228,429,2026-03-05,778,37,2,416.75,0.9,750.15,线上APP,已退款
3229,430,2026-03-06,821,17,1,7027.96,0.9,6325.16,线上APP,已支付
3229,430,2026-03-06,821,21,2,22.63,0.85,38.47,线上APP,已退款
3229,430,2026-03-06,821,93,3,1443.61,0.9,3897.75,线上APP,已支付
3230,174,2025-06-23,349,66,3,787.46,1.0,2362.38,第三方平台,已支付
3231,471,2026-04-16,752,144,1,426.85,1.0,426.85,第三方平台,已支付
3231,471,2026-04-16,752,6,1,7730.22,0.9,6957.2,第三方平台,已支付
3231,471,2026-04-16,752,168,4,111.73,1.0,446.92,第三方平台,已支付
3232,338,2025-12-04,731,109,2,3327.08,0.8,5323.33,小程序,已支付
